Unip_ID	Kin_name	NetPhorest	Family	Subfamily	Alt_name	Classif_based_on	
Q9P1W9	PIM2	Pim2	CAMK	PIM	/	KINASE	Pim2
Q8N2I9	SgK495	SgK495	CAMK	/	/	KINASE	SgK495
Q96RU8	Trb1	Trbl_group	CAMK	Tribbles	/	KINASE	Trb1
Q92519	Trb2	Trbl_group	CAMK	Tribbles	/	KINASE	Trb2
Q96RU7	Trb3	Trbl_group	CAMK	Tribbles	/	KINASE	Trb3
Q96RU8	Trb1	Trb1_Trb2_group	CAMK	Tribbles	/	KINASE	Trb1
Q92519	Trb2	Trb1_Trb2_group	CAMK	Tribbles	/	KINASE	Trb2
Q96RU8	Trb1	Trb1	CAMK	Tribbles	/	KINASE	Trb1
Q92519	Trb2	Trb2	CAMK	Tribbles	/	KINASE	Trb2
Q96RU7	Trb3	Trb3	CAMK	Tribbles	/	KINASE	Trb3
Q9BYT3	STK33	STK33	CAMK	CaMK	/	KINASE	STK33
P53355	DAPK1	DAPK_group	CAMK	DAP kinase	/	KINASE	DAPK1
O43293	DAPK3	DAPK_group	CAMK	DAP kinase	/	KINASE	DAPK3
P53355	DAPK1	DAPK_group	CAMK	DAP kinase	DAPK	KINASE	DAPK2
P53355	DAPK1	DAPK1_DAPK3_group	CAMK	DAP kinase	/	KINASE	DAPK1
O43293	DAPK3	DAPK1_DAPK3_group	CAMK	DAP kinase	/	KINASE	DAPK3
P53355	DAPK1	DAPK1	CAMK	DAP kinase	/	KINASE	DAPK1
O43293	DAPK3	DAPK3	CAMK	DAP kinase	/	KINASE	DAPK3
P53355	DAPK1	DAPK2	CAMK	DAP kinase	DAPK	KINASE	DAPK2
O94768	DRAK2	DRAK_group	CAMK	DAP kinase	/	KINASE	DRAK2
O94768	DRAK2	DRAK2	CAMK	DAP kinase	/	KINASE	DRAK2
Q86YV6	SgK085	MLCK_group	CAMK	/	/	KINASE	SgK085
Q86YV6	SgK085	caMLCK_SgK085_skMLCK_smMLCK_group	CAMK	/	/	KINASE	SgK085
Q86YV6	SgK085	caMLCK_SgK085_skMLCK_group	CAMK	/	/	KINASE	SgK085
Q86YV6	SgK085	caMLCK_SgK085_group	CAMK	/	/	KINASE	SgK085
Q86YV6	SgK085	SgK085	CAMK	/	/	KINASE	SgK085
Q5VST9	Obscn	Trio_group	CAMK	/	/	KINASE	Obscn
Q5VST9	Obscn	SPEG_Obscn_Domain2SPEG_Domain2Obscn_group	CAMK	/	/	KINASE	Obscn
Q5VST9	Obscn	SPEG_Obscn_group	CAMK	/	/	KINASE	Obscn
Q5VST9	Obscn	Obscn	CAMK	/	/	KINASE	Obscn
Q16566	CaMK4	CaMKK_group	CAMK	CaMK	CAMK	KINASE	CaMKKbeta
Q96RR4	CaMKK2	CaMKK_group	other	CAMKK-Meta	CAMKKB	KINASE	CaMKKbeta
Q16566	CaMK4	CaMKK_group	CAMK	CaMK	CAMK	KINASE	CaMKKalpha
Q8N5S9	CaMKK1	CaMKK_group	other	CAMKK-Meta	CAMKKA	KINASE	CaMKKalpha
Q16566	CaMK4	CaMKKbeta	CAMK	CaMK	CAMK	KINASE	CaMKKbeta
Q96RR4	CaMKK2	CaMKKbeta	other	CAMKK-Meta	CAMKKB	KINASE	CaMKKbeta
Q16566	CaMK4	CaMKKalpha	CAMK	CaMK	CAMK	KINASE	CaMKKalpha
Q8N5S9	CaMKK1	CaMKKalpha	other	CAMKK-Meta	CAMKKA	KINASE	CaMKKalpha
O15111	IKKa	IKK_group	other	I-kappa-B kinase	/	KINASE	IKKalpha
Q14164	IKKe	IKK_group	other	I-kappa-B kinase	/	KINASE	IKKepsilon
Q9UHD2	TBK1	IKK_group	other	I-kappa-B kinase	/	KINASE	TBK1
O15111	IKKa	IKKalpha_IKKbeta_group	other	I-kappa-B kinase	/	KINASE	IKKalpha
O15111	IKKa	IKKalpha	other	I-kappa-B kinase	/	KINASE	IKKalpha
Q14164	IKKe	IKKepsilon_TBK1_group	other	I-kappa-B kinase	/	KINASE	IKKepsilon
Q9UHD2	TBK1	IKKepsilon_TBK1_group	other	I-kappa-B kinase	/	KINASE	TBK1
Q14164	IKKe	IKKepsilon	other	I-kappa-B kinase	/	KINASE	IKKepsilon
Q9UHD2	TBK1	TBK1	other	I-kappa-B kinase	/	KINASE	TBK1
Q9UKI8	TLK1	TLK_group	other	/	/	KINASE	TLK1
Q86UE8	TLK2	TLK_group	other	/	/	KINASE	TLK2
Q9UKI8	TLK1	TLK1	other	/	/	KINASE	TLK1
Q86UE8	TLK2	TLK2	other	/	/	KINASE	TLK2
P19784	CK2a2	CMGC_group	other	CK2	/	KINASE	CK2a2
P06493	CDC2	CMGC_group	CMGC	CDC2/CDKX	CDK1	KINASE	CDK1
Q00535	CDK5	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK5
Q00536	PCTAIRE1	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE1
Q00537	PCTAIRE2	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE2
Q07002	PCTAIRE3	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE3
P11802	CDK4	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK4
Q00534	CDK6	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK6
P50613	CDK7	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK7
P49336	CDK8	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK8
Q9BWU1	CDK19	CMGC_group	CMGC	CDC2/CDKX	CDK11	KINASE	CDK11
Q15131	CDK10	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK10
P50750	CDK9	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK9
Q14004	CHED	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CHED
Q8IZL9	CCRK	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CCRK
Q92772	CDKL2	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDKL2
Q8IVW4	CDKL3	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDKL3
Q00532	CDKL1	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDKL1
O76039	CDKL5	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDKL5
P49759	CLK1	CMGC_group	CMGC	Lammer	/	KINASE	CLK1
Q9HAZ1	CLK4	CMGC_group	CMGC	Lammer	/	KINASE	CLK4
P49760	CLK2	CMGC_group	CMGC	Lammer	/	KINASE	CLK2
P49761	CLK3	CMGC_group	CMGC	Lammer	/	KINASE	CLK3
Q9Y463	DYRK1B	CMGC_group	CMGC	MNB/DYRK	/	KINASE	DYRK1B
Q13627	DYRK1A	CMGC_group	CMGC	MNB/DYRK	/	KINASE	DYRK1A
Q92630	DYRK2	CMGC_group	CMGC	MNB/DYRK	/	KINASE	DYRK2
O43781	DYRK3	CMGC_group	CMGC	MNB/DYRK	/	KINASE	DYRK3
Q9NR20	DYRK4	CMGC_group	CMGC	MNB/DYRK	/	KINASE	DYRK4
Q8NE63	HIPK4	CMGC_group	CMGC	HIPK	/	KINASE	HIPK4
Q96SB4	SRPK1	CMGC_group	CMGC	/	/	KINASE	SRPK1
P78362	SRPK2	CMGC_group	CMGC	/	/	KINASE	SRPK2
Q9UPE1	MSSK1	CMGC_group	CMGC	/	/	KINASE	MSSK1
P49841	GSK3B	CMGC_group	CMGC	GSK-3	/	KINASE	GSK3beta
P20794	MAK	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	MAK
Q9UPZ9	ICK	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	ICK
P27361	Erk1	CMGC_group	CMGC	MAP kinase	MAPK3	KINASE	MAPK3
P28482	Erk2	CMGC_group	CMGC	MAP kinase	MAPK1	KINASE	MAPK1
Q13164	Erk5	CMGC_group	CMGC	MAP kinase	MAPK7	KINASE	MAPK7
P45983	JNK1	CMGC_group	CMGC	MAP kinase	MAPK8	KINASE	MAPK8
P53779	JNK3	CMGC_group	CMGC	MAP kinase	MAPK10	KINASE	MAPK10
P45984	JNK2	CMGC_group	CMGC	MAP kinase	MAPK9	KINASE	MAPK9
Q16539	MAPK14	CMGC_group	CMGC	MAP kinase	/	KINASE	MAPK14
P53778	MAPK12	CMGC_group	CMGC	MAP kinase	/	KINASE	MAPK12
O15264	MAPK13	CMGC_group	CMGC	MAP kinase	/	KINASE	MAPK13
Q8TD08	Erk7	CMGC_group	CMGC	MAP kinase	MAPK15	KINASE	MAPK15
Q16659	Erk3	CMGC_group	CMGC	MAP kinase	MAPK6	KINASE	MAPK6
P31152	Erk4	CMGC_group	CMGC	MAP kinase	MAPK4	KINASE	MAPK4
P19784	CK2a2	CK2_group	other	CK2	/	KINASE	CK2a2
P19784	CK2a2	CK2a2	other	CK2	/	KINASE	CK2a2
P06493	CDC2	CDK_group	CMGC	CDC2/CDKX	CDK1	KINASE	CDK1
Q00535	CDK5	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK5
Q00536	PCTAIRE1	CDK_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE1
Q00537	PCTAIRE2	CDK_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE2
Q07002	PCTAIRE3	CDK_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE3
P11802	CDK4	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK4
Q00534	CDK6	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK6
P50613	CDK7	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK7
P49336	CDK8	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK8
Q9BWU1	CDK19	CDK_group	CMGC	CDC2/CDKX	CDK11	KINASE	CDK11
Q15131	CDK10	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK10
P50750	CDK9	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK9
Q14004	CHED	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CHED
P06493	CDC2	CDK2_CDK3_CDK1_CDK5_group	CMGC	CDC2/CDKX	CDK1	KINASE	CDK1
Q00535	CDK5	CDK2_CDK3_CDK1_CDK5_group	CMGC	CDC2/CDKX	/	KINASE	CDK5
P06493	CDC2	CDK2_CDK3_CDK1_group	CMGC	CDC2/CDKX	CDK1	KINASE	CDK1
P06493	CDC2	CDK1	CMGC	CDC2/CDKX	CDK1	KINASE	CDK1
Q00535	CDK5	CDK5	CMGC	CDC2/CDKX	/	KINASE	CDK5
Q00536	PCTAIRE1	TAIRE_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE1
Q00537	PCTAIRE2	TAIRE_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE2
Q07002	PCTAIRE3	TAIRE_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE3
Q00536	PCTAIRE1	PCTAIRE_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE1
Q00537	PCTAIRE2	PCTAIRE_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE2
Q07002	PCTAIRE3	PCTAIRE_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE3
Q00536	PCTAIRE1	PCTAIRE1_PCTAIRE2_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE1
Q00537	PCTAIRE2	PCTAIRE1_PCTAIRE2_group	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE2
Q00536	PCTAIRE1	PCTAIRE1	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE1
Q00537	PCTAIRE2	PCTAIRE2	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE2
Q07002	PCTAIRE3	PCTAIRE3	CMGC	CDC2/CDKX	/	KINASE	PCTAIRE3
P11802	CDK4	CDK4_CDK6_group	CMGC	CDC2/CDKX	/	KINASE	CDK4
Q00534	CDK6	CDK4_CDK6_group	CMGC	CDC2/CDKX	/	KINASE	CDK6
P11802	CDK4	CDK4	CMGC	CDC2/CDKX	/	KINASE	CDK4
Q00534	CDK6	CDK6	CMGC	CDC2/CDKX	/	KINASE	CDK6
P50613	CDK7	CDK7	CMGC	CDC2/CDKX	/	KINASE	CDK7
P49336	CDK8	CDK8_CDK11_group	CMGC	CDC2/CDKX	/	KINASE	CDK8
Q9BWU1	CDK19	CDK8_CDK11_group	CMGC	CDC2/CDKX	CDK11	KINASE	CDK11
P49336	CDK8	CDK8	CMGC	CDC2/CDKX	/	KINASE	CDK8
Q9BWU1	CDK19	CDK11	CMGC	CDC2/CDKX	CDK11	KINASE	CDK11
Q15131	CDK10	CDK10_PITSLRE_group	CMGC	CDC2/CDKX	/	KINASE	CDK10
Q15131	CDK10	CDK10	CMGC	CDC2/CDKX	/	KINASE	CDK10
P50750	CDK9	CDK10_PITSLRE_CDK9_CHED_CRK7_group	CMGC	CDC2/CDKX	/	KINASE	CDK9
Q14004	CHED	CDK10_PITSLRE_CDK9_CHED_CRK7_group	CMGC	CDC2/CDKX	/	KINASE	CHED
P50750	CDK9	CDK9	CMGC	CDC2/CDKX	/	KINASE	CDK9
Q14004	CHED	CHED_CRK7_group	CMGC	CDC2/CDKX	/	KINASE	CHED
Q14004	CHED	CHED	CMGC	CDC2/CDKX	/	KINASE	CHED
Q8IZL9	CCRK	CCRK	CMGC	CDC2/CDKX	/	KINASE	CCRK
Q92772	CDKL2	CDKL_group	CMGC	CDC2/CDKX	/	KINASE	CDKL2
Q8IVW4	CDKL3	CDKL_group	CMGC	CDC2/CDKX	/	KINASE	CDKL3
Q00532	CDKL1	CDKL_group	CMGC	CDC2/CDKX	/	KINASE	CDKL1
O76039	CDKL5	CDKL_group	CMGC	CDC2/CDKX	/	KINASE	CDKL5
Q92772	CDKL2	CDKL2_CDKL3_CDKL1_CDKL4_group	CMGC	CDC2/CDKX	/	KINASE	CDKL2
Q8IVW4	CDKL3	CDKL2_CDKL3_CDKL1_CDKL4_group	CMGC	CDC2/CDKX	/	KINASE	CDKL3
Q00532	CDKL1	CDKL2_CDKL3_CDKL1_CDKL4_group	CMGC	CDC2/CDKX	/	KINASE	CDKL1
Q92772	CDKL2	CDKL2_CDKL3_group	CMGC	CDC2/CDKX	/	KINASE	CDKL2
Q8IVW4	CDKL3	CDKL2_CDKL3_group	CMGC	CDC2/CDKX	/	KINASE	CDKL3
Q92772	CDKL2	CDKL2	CMGC	CDC2/CDKX	/	KINASE	CDKL2
Q8IVW4	CDKL3	CDKL3	CMGC	CDC2/CDKX	/	KINASE	CDKL3
Q00532	CDKL1	CDKL1_CDKL4_group	CMGC	CDC2/CDKX	/	KINASE	CDKL1
Q00532	CDKL1	CDKL1	CMGC	CDC2/CDKX	/	KINASE	CDKL1
O76039	CDKL5	CDKL5	CMGC	CDC2/CDKX	/	KINASE	CDKL5
P49759	CLK1	CLK_group	CMGC	Lammer	/	KINASE	CLK1
Q9HAZ1	CLK4	CLK_group	CMGC	Lammer	/	KINASE	CLK4
P49760	CLK2	CLK_group	CMGC	Lammer	/	KINASE	CLK2
P49761	CLK3	CLK_group	CMGC	Lammer	/	KINASE	CLK3
P49759	CLK1	CLK1_CLK4_group	CMGC	Lammer	/	KINASE	CLK1
Q9HAZ1	CLK4	CLK1_CLK4_group	CMGC	Lammer	/	KINASE	CLK4
P49759	CLK1	CLK1	CMGC	Lammer	/	KINASE	CLK1
Q9HAZ1	CLK4	CLK4	CMGC	Lammer	/	KINASE	CLK4
P49760	CLK2	CLK2_CLK3_group	CMGC	Lammer	/	KINASE	CLK2
P49761	CLK3	CLK2_CLK3_group	CMGC	Lammer	/	KINASE	CLK3
P49760	CLK2	CLK2	CMGC	Lammer	/	KINASE	CLK2
P49761	CLK3	CLK3	CMGC	Lammer	/	KINASE	CLK3
Q9Y463	DYRK1B	DYRK_group	CMGC	MNB/DYRK	/	KINASE	DYRK1B
Q13627	DYRK1A	DYRK_group	CMGC	MNB/DYRK	/	KINASE	DYRK1A
Q92630	DYRK2	DYRK_group	CMGC	MNB/DYRK	/	KINASE	DYRK2
O43781	DYRK3	DYRK_group	CMGC	MNB/DYRK	/	KINASE	DYRK3
Q9NR20	DYRK4	DYRK_group	CMGC	MNB/DYRK	/	KINASE	DYRK4
Q9Y463	DYRK1B	DYRK1B_DYRK1A	CMGC	MNB/DYRK	/	KINASE	DYRK1B
Q13627	DYRK1A	DYRK1B_DYRK1A	CMGC	MNB/DYRK	/	KINASE	DYRK1A
Q9Y463	DYRK1B	DYRK1B	CMGC	MNB/DYRK	/	KINASE	DYRK1B
Q13627	DYRK1A	DYRK1A	CMGC	MNB/DYRK	/	KINASE	DYRK1A
Q92630	DYRK2	DYRK2_DYRK3_DYRK4_group	CMGC	MNB/DYRK	/	KINASE	DYRK2
O43781	DYRK3	DYRK2_DYRK3_DYRK4_group	CMGC	MNB/DYRK	/	KINASE	DYRK3
Q9NR20	DYRK4	DYRK2_DYRK3_DYRK4_group	CMGC	MNB/DYRK	/	KINASE	DYRK4
Q92630	DYRK2	DYRK2_DYRK3_group	CMGC	MNB/DYRK	/	KINASE	DYRK2
O43781	DYRK3	DYRK2_DYRK3_group	CMGC	MNB/DYRK	/	KINASE	DYRK3
Q92630	DYRK2	DYRK2	CMGC	MNB/DYRK	/	KINASE	DYRK2
O43781	DYRK3	DYRK3	CMGC	MNB/DYRK	/	KINASE	DYRK3
Q9NR20	DYRK4	DYRK4	CMGC	MNB/DYRK	/	KINASE	DYRK4
Q8NE63	HIPK4	HIPK_group	CMGC	HIPK	/	KINASE	HIPK4
Q8NE63	HIPK4	HIPK4	CMGC	HIPK	/	KINASE	HIPK4
Q96SB4	SRPK1	SRPK_group	CMGC	/	/	KINASE	SRPK1
P78362	SRPK2	SRPK_group	CMGC	/	/	KINASE	SRPK2
Q9UPE1	MSSK1	SRPK_group	CMGC	/	/	KINASE	MSSK1
Q96SB4	SRPK1	SRPK1	CMGC	/	/	KINASE	SRPK1
P78362	SRPK2	SRPK2_MSSK1_group	CMGC	/	/	KINASE	SRPK2
Q9UPE1	MSSK1	SRPK2_MSSK1_group	CMGC	/	/	KINASE	MSSK1
P78362	SRPK2	SRPK2	CMGC	/	/	KINASE	SRPK2
Q9UPE1	MSSK1	MSSK1	CMGC	/	/	KINASE	MSSK1
P49841	GSK3B	GSK3_group	CMGC	GSK-3	/	KINASE	GSK3beta
P49841	GSK3B	GSK3beta	CMGC	GSK-3	/	KINASE	GSK3beta
P20794	MAK	RCK_group	CMGC	CDC2/CDKX	/	KINASE	MAK
Q9UPZ9	ICK	RCK_group	CMGC	CDC2/CDKX	/	KINASE	ICK
P20794	MAK	MAK_ICK_group	CMGC	CDC2/CDKX	/	KINASE	MAK
Q9UPZ9	ICK	MAK_ICK_group	CMGC	CDC2/CDKX	/	KINASE	ICK
P20794	MAK	MAK	CMGC	CDC2/CDKX	/	KINASE	MAK
Q9UPZ9	ICK	ICK	CMGC	CDC2/CDKX	/	KINASE	ICK
P27361	Erk1	MAPK_group	CMGC	MAP kinase	MAPK3	KINASE	MAPK3
P28482	Erk2	MAPK_group	CMGC	MAP kinase	MAPK1	KINASE	MAPK1
Q13164	Erk5	MAPK_group	CMGC	MAP kinase	MAPK7	KINASE	MAPK7
P45983	JNK1	MAPK_group	CMGC	MAP kinase	MAPK8	KINASE	MAPK8
P53779	JNK3	MAPK_group	CMGC	MAP kinase	MAPK10	KINASE	MAPK10
P45984	JNK2	MAPK_group	CMGC	MAP kinase	MAPK9	KINASE	MAPK9
Q16539	MAPK14	MAPK_group	CMGC	MAP kinase	/	KINASE	MAPK14
P53778	MAPK12	MAPK_group	CMGC	MAP kinase	/	KINASE	MAPK12
O15264	MAPK13	MAPK_group	CMGC	MAP kinase	/	KINASE	MAPK13
Q8TD08	Erk7	MAPK_group	CMGC	MAP kinase	MAPK15	KINASE	MAPK15
Q16659	Erk3	MAPK_group	CMGC	MAP kinase	MAPK6	KINASE	MAPK6
P31152	Erk4	MAPK_group	CMGC	MAP kinase	MAPK4	KINASE	MAPK4
P27361	Erk1	MAPK3_MAPK1_MAPK7_NLK_group	CMGC	MAP kinase	MAPK3	KINASE	MAPK3
P28482	Erk2	MAPK3_MAPK1_MAPK7_NLK_group	CMGC	MAP kinase	MAPK1	KINASE	MAPK1
Q13164	Erk5	MAPK3_MAPK1_MAPK7_NLK_group	CMGC	MAP kinase	MAPK7	KINASE	MAPK7
P27361	Erk1	MAPK3_MAPK1_group	CMGC	MAP kinase	MAPK3	KINASE	MAPK3
P28482	Erk2	MAPK3_MAPK1_group	CMGC	MAP kinase	MAPK1	KINASE	MAPK1
P27361	Erk1	MAPK3	CMGC	MAP kinase	MAPK3	KINASE	MAPK3
P28482	Erk2	MAPK1	CMGC	MAP kinase	MAPK1	KINASE	MAPK1
Q13164	Erk5	MAPK7_NLK_group	CMGC	MAP kinase	MAPK7	KINASE	MAPK7
Q13164	Erk5	MAPK7	CMGC	MAP kinase	MAPK7	KINASE	MAPK7
P45983	JNK1	JNK_group	CMGC	MAP kinase	MAPK8	KINASE	MAPK8
P53779	JNK3	JNK_group	CMGC	MAP kinase	MAPK10	KINASE	MAPK10
P45984	JNK2	JNK_group	CMGC	MAP kinase	MAPK9	KINASE	MAPK9
P45983	JNK1	MAPK8_MAPK10_group	CMGC	MAP kinase	MAPK8	KINASE	MAPK8
P53779	JNK3	MAPK8_MAPK10_group	CMGC	MAP kinase	MAPK10	KINASE	MAPK10
P45983	JNK1	MAPK8	CMGC	MAP kinase	MAPK8	KINASE	MAPK8
P53779	JNK3	MAPK10	CMGC	MAP kinase	MAPK10	KINASE	MAPK10
P45984	JNK2	MAPK9	CMGC	MAP kinase	MAPK9	KINASE	MAPK9
Q16539	MAPK14	p38_group	CMGC	MAP kinase	/	KINASE	MAPK14
P53778	MAPK12	p38_group	CMGC	MAP kinase	/	KINASE	MAPK12
O15264	MAPK13	p38_group	CMGC	MAP kinase	/	KINASE	MAPK13
Q16539	MAPK14	MAPK14_MAPK11_group	CMGC	MAP kinase	/	KINASE	MAPK14
Q16539	MAPK14	MAPK14	CMGC	MAP kinase	/	KINASE	MAPK14
P53778	MAPK12	MAPK12_MAPK13_group	CMGC	MAP kinase	/	KINASE	MAPK12
O15264	MAPK13	MAPK12_MAPK13_group	CMGC	MAP kinase	/	KINASE	MAPK13
P53778	MAPK12	MAPK12	CMGC	MAP kinase	/	KINASE	MAPK12
O15264	MAPK13	MAPK13	CMGC	MAP kinase	/	KINASE	MAPK13
Q8TD08	Erk7	MAPK15	CMGC	MAP kinase	MAPK15	KINASE	MAPK15
Q16659	Erk3	MAPK6_MAPK4_group	CMGC	MAP kinase	MAPK6	KINASE	MAPK6
P31152	Erk4	MAPK6_MAPK4_group	CMGC	MAP kinase	MAPK4	KINASE	MAPK4
Q16659	Erk3	MAPK6	CMGC	MAP kinase	MAPK6	KINASE	MAPK6
P31152	Erk4	MAPK4	CMGC	MAP kinase	MAPK4	KINASE	MAPK4
Q9Y2U5	MAP3K2	STE_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K2
Q99759	MAP3K3	STE_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K3
O95382	MAP3K6	STE_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K6
Q99558	NIK	STE_group	STE	MAP kinase kinase kinase	MAP3K14	KINASE	MAP3K14
Q02750	MAP2K1	STE_group	STE	MAP kinase kinase	/	KINASE	MAP2K1
P36507	MAP2K2	STE_group	STE	MAP kinase kinase	/	KINASE	MAP2K2
Q13163	MAP2K5	STE_group	STE	MAP kinase kinase	/	KINASE	MAP2K5
P52564	MAP2K6	STE_group	STE	MAP kinase kinase	/	KINASE	MAP2K6
P46734	MAP2K3	STE_group	STE	MAP kinase kinase	/	KINASE	MAP2K3
P45985	MAP2K4	STE_group	STE	MAP kinase kinase	/	KINASE	MAP2K4
O14733	MAP2K7	STE_group	STE	MAP kinase kinase	/	KINASE	MAP2K7
O95747	OXSR1	STE_group	STE	STE20	OSR1	KINASE	OSR1
Q9H2G2	STLK5	STE_group	STE	STE20	/	KINASE	STLK5
Q13177	PAK3	STE_group	STE	STE20	/	KINASE	PAK3
Q13177	PAK3	STE_group	STE	STE20	PAK2	KINASE	PAK2
Q9P286	PAK6	STE_group	STE	STE20	/	KINASE	PAK6
O96013	PAK5	STE_group	STE	STE20	PAK4	KINASE	PAK4
O96013	PAK5	STE_group	STE	STE20	/	KINASE	PAK5
Q02779	MLK2	STE_group	STE	MAP kinase kinase kinase	MST	KINASE	MST1
Q02779	MLK2	STE_group	STE	MAP kinase kinase kinase	MST	KINASE	MST2
Q13188	STK3	STE_group	STE	STE20	MST2	KINASE	MST2
Q02779	MLK2	STE_group	STE	MAP kinase kinase kinase	MST	KINASE	MST3
Q9Y6E0	STK24	STE_group	STE	STE20	MST3	KINASE	MST3
Q02779	MLK2	STE_group	STE	MAP kinase kinase kinase	MST	KINASE	MST4
Q9P289	STK26	STE_group	STE	STE20	MST4	KINASE	MST4
O00506	STK25	STE_group	STE	STE20	YSK1	KINASE	YSK1
Q9Y4K4	MAP4K5	STE_group	STE	STE20	/	KINASE	MAP4K5
Q92918	HPK1	STE_group	STE	STE20	MAP4K1	KINASE	MAP4K1
Q9H2G2	STLK5	STE_group	STE	STE20	SLK	KINASE	SLK
Q9NQU5	LOK	STE_group	STE	STE20	/	KINASE	LOK
Q8N4C8	MINK1	STE_group	STE	STE20	MAP4K6	KINASE	MAP4K6
Q9UKE5	TNIK	STE_group	STE	STE20	/	KINASE	TNIK
Q8WXR4	MYO3B	STE_group	STE	NinaC	/	KINASE	MYO3B
Q9Y2U5	MAP3K2	MAP3K_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K2
Q99759	MAP3K3	MAP3K_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K3
O95382	MAP3K6	MAP3K_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K6
Q9Y2U5	MAP3K2	MAP3K2_MAP3K3_MAP3K8_MAP3K1_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K2
Q99759	MAP3K3	MAP3K2_MAP3K3_MAP3K8_MAP3K1_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K3
Q9Y2U5	MAP3K2	MAP3K2_MAP3K3_MAP3K8_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K2
Q99759	MAP3K3	MAP3K2_MAP3K3_MAP3K8_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K3
Q9Y2U5	MAP3K2	MAP3K2_MAP3K3_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K2
Q99759	MAP3K3	MAP3K2_MAP3K3_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K3
Q9Y2U5	MAP3K2	MAP3K2	STE	MAP kinase kinase kinase	/	KINASE	MAP3K2
Q99759	MAP3K3	MAP3K3	STE	MAP kinase kinase kinase	/	KINASE	MAP3K3
O95382	MAP3K6	MAP3K5_MAP3K15_MAP3K6_MAP3K4_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K6
O95382	MAP3K6	MAP3K5_MAP3K15_MAP3K6_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K6
O95382	MAP3K6	MAP3K6	STE	MAP kinase kinase kinase	/	KINASE	MAP3K6
Q99558	NIK	MAP3K14	STE	MAP kinase kinase kinase	MAP3K14	KINASE	MAP3K14
Q02750	MAP2K1	MAP2K_group	STE	MAP kinase kinase	/	KINASE	MAP2K1
P36507	MAP2K2	MAP2K_group	STE	MAP kinase kinase	/	KINASE	MAP2K2
Q13163	MAP2K5	MAP2K_group	STE	MAP kinase kinase	/	KINASE	MAP2K5
P52564	MAP2K6	MAP2K_group	STE	MAP kinase kinase	/	KINASE	MAP2K6
